pair,source,side,claim_index,name,type,name_prompt_index,type_prompt_index
pair_acaa8786,aops_forum,h,6,eq,a ^ 3 / ((a - b) * (a - c)) + b ^ 3 / ((b - c) * (b - a)) + c ^ 3 / ((c - a) * (c - b)) = a + b + c,2670,2671
pair_acaa8786,aops_forum,a,0,h1,a ^ 3 / ((a - b) * (a - c)) + b ^ 3 / ((b - c) * (b - a)) + c ^ 3 / ((c - a) * (c - b)) = a + b + c,2672,2673
pair_acaa8786,aops_forum,a,1,h2,a - b ≠ 0,2674,2675
pair_acaa8786,aops_forum,a,2,h3,a - c ≠ 0,2676,2677
pair_acaa8786,aops_forum,a,3,h4,b - c ≠ 0,2678,2679
pair_acaa8786,aops_forum,a,4,h5,b - a ≠ 0,2680,2681
pair_acaa8786,aops_forum,a,5,h6,c - a ≠ 0,2682,2683
pair_acaa8786,aops_forum,a,6,h7,c - b ≠ 0,2684,2685
pair_ade31444,math_train,h,0,ane0,a ≠ 0,2686,2687
pair_ade31444,math_train,h,1,h1,a ^ 2 + 1 / a ^ 2 = 14,2688,2689
pair_ade31444,math_train,a,0,ha1,a ≠ 0,2690,2691
pair_ade31444,math_train,a,1,h1,a + 1 / a = 4,2692,2693
pair_ade31444,math_train,a,2,h2,a ^ 2 + 1 / a ^ 2 = 14,2694,2695
pair_ade31444,math_train,a,3,h3,a ^ 2 + 1 / a ^ 2 = (a + 1 / a) ^ 2 - 2,2696,2697
pair_ade31444,math_train,a,4,h4,a ^ 4 + 1 / a ^ 4 = 194,2698,2699
pair_ade31444,math_train,a,5,h5,a ^ 4 + 1 / a ^ 4 = (a ^ 2 + 1 / a ^ 2) ^ 2 - 2,2700,2701
pair_af58b0a0,cn_k12,h,0,hx1,x ^ 2 + x > 0,2702,2703
pair_af58b0a0,cn_k12,h,1,hy1,y ^ 2 + y > 0,2704,2705
pair_af58b0a0,cn_k12,a,0,h1,0 < x,2706,2707
pair_af58b0a0,cn_k12,a,1,h2,0 < y,2708,2709
pair_af58b0a0,cn_k12,a,2,h3,x < y,2710,2711
pair_af58b0a0,cn_k12,a,3,h4,x ^ 2 + x < y ^ 2 + y,2712,2713
pair_af58b0a0,cn_k12,a,4,h5,x ^ 2 + x > 0,2714,2715
pair_af58b0a0,cn_k12,a,5,h6,y ^ 2 + y > 0,2716,2717
pair_af58b0a0,cn_k12,a,6,h7,logb 2 (x ^ 2 + x) < logb 2 (y ^ 2 + y),2718,2719
pair_b1e067c3,olympiads,h,0,h,0 < y ^ 2 * x ^ 2,2720,2721
pair_b1e067c3,olympiads,h,1,h6,x ^ 6 ≤ y ^ 6,2722,2723
pair_b1e067c3,olympiads,a,0,h1,x ^ 6 / y ^ 2 + y ^ 6 / x ^ 2 - (x ^ 4 + y ^ 4) ≥ 0,2724,2725
pair_b1e067c3,olympiads,a,1,h2,x ^ 2 * y ^ 2 > 0,2726,2727
pair_b1e067c3,olympiads,a,2,h3,x ^ 6 / y ^ 2 + y ^ 6 / x ^ 2 - (x ^ 4 + y ^ 4) = (x ^ 8 + y ^ 8 - (x ^ 6 * y ^ 2 + x ^ 2 * y ^ 6)) / (x ^ 2 * y ^ 2),2728,2729
pair_b21f3236,olympiads,h,0,denom1,n + 1 - (n + 2) / (n + 3) = ((n + 1) * (n + 3) - (n + 2)) / (n + 3),2730,2731
pair_b21f3236,olympiads,h,1,denom2,(n + 1) * (n + 3) - (n + 2) = n ^ 2 + 3 * n + 1,2732,2733
pair_b21f3236,olympiads,h,2,denom_simp,n + 1 - (n + 2) / (n + 3) = (n ^ 2 + 3 * n + 1) / (n + 3),2734,2735
pair_b21f3236,olympiads,h,3,expr1,n / (n + 1 - (n + 2) / (n + 3)) = n / ((n ^ 2 + 3 * n + 1) / (n + 3)),2736,2737
pair_b21f3236,olympiads,h,4,expr2,n / (n + 1 - (n + 2) / (n + 3)) = n * (n + 3) / (n ^ 2 + 3 * n + 1),2738,2739
pair_b21f3236,olympiads,h,5,num_simp,n * (n + 3) = n ^ 2 + 3 * n,2740,2741
pair_b21f3236,olympiads,h,6,simplified,n / (n + 1 - (n + 2) / (n + 3)) = (n ^ 2 + 3 * n) / (n ^ 2 + 3 * n + 1),2742,2743
pair_b21f3236,olympiads,a,0,h1,n + 3 ≠ 0,2744,2745
pair_b21f3236,olympiads,a,1,eq1,n / (n + 1 - (n + 2) / (n + 3)) = (n ^ 2 + 3 * n) / (n ^ 2 + 3 * n + 1),2746,2747
pair_b21f3236,olympiads,a,2,eq2,n + 1 - (n + 2) / (n + 3) = (n ^ 2 + 3 * n + 1) / (n + 3),2748,2749
pair_b2bf4978,inequalities,h,0,h₁,2000 ≤ r,2750,2751
pair_b2bf4978,inequalities,h,1,h₂,r ≤ 2004,2752,2753
pair_b2bf4978,inequalities,a,0,hr',400 * 10000 + n = r ^ 2,2754,2755
pair_b2bf4978,inequalities,a,1,h1,r ≤ 2002,2756,2757
pair_b2bf4978,inequalities,a,2,h2,r ≥ 2001,2758,2759
pair_b40cb2db,math_test,h,0,ha',a = -1/4,2760,2761
pair_b40cb2db,math_test,h,1,hb',b = 3/2,2762,2763
pair_b40cb2db,math_test,h,2,hm,6 * a + b = 0,2764,2765
pair_b40cb2db,math_test,a,0,ha',a = -1/4,2766,2767
pair_b40cb2db,math_test,a,1,hb',b = 3/2,2768,2769
pair_b430eda9,olympiads,h,0,aux1,"∑ i ∈ Finset.range 100, (2 : ℕ) ^ (99 + i) = 2 ^ 99 * (2 ^ 100 - 1)",2770,2771
pair_b430eda9,olympiads,h,1,aux1',"∑ i ∈ Finset.range 100, (2 : ℝ) ^ (99 + i) = 2 ^ 99 * (2 ^ 100 - 1)",2772,2773
pair_b430eda9,olympiads,h,2,aux2,"∑ i ∈ Finset.range (2 ^ 100 - 1), ((i : ℝ) + 1) = 2 ^ 99 * (2 ^ 100 - 1)",2774,2775
pair_b430eda9,olympiads,h,3,aux,"∑ i ∈ Finset.range n, ((i : ℝ) + 1) = (n + 1) * n / 2",2776,2777
pair_b430eda9,olympiads,h,4,insert_aux,range (k + 1) = insert k (range k),2778,2779
pair_b430eda9,olympiads,a,0,h1,"∑ i in range 100, (2 : ℝ) ^ (99 + i : ℕ) = (2 ^ 99 * (2 ^ 100 - 1) : ℝ)",2780,2781
pair_b430eda9,olympiads,a,1,h2,"∑ i in range ((2 ^ 100 - 1 : ℕ)), ((i : ℝ) + 1) = ((2 ^ 100 - 1 : ℝ) * (2 ^ 100 : ℝ) / 2 : ℝ)",2782,2783
pair_b430eda9,olympiads,a,2,h3,"∀ n : ℕ, ∑ i in range n, ((i : ℝ) + 1) = ((n : ℝ) * ((n : ℝ) + 1) / 2 : ℝ)",2784,2785
pair_b4fb9d1e,math_train,h,0,h1,f 2 = 2 * 2 + 5,2786,2787
pair_b4fb9d1e,math_train,h,1,h2,g 2 = Real.sqrt (f 2) - 2,2788,2789
pair_b4fb9d1e,math_train,h,2,h3,h 2 = f (g 2),2790,2791
pair_b4fb9d1e,math_train,h,3,h4,Real.sqrt (2 * 2 + 5) = 3,2792,2793
pair_b4fb9d1e,math_train,a,0,f2,f 2 = 9,2794,2795
pair_b4fb9d1e,math_train,a,1,g2,g 2 = Real.sqrt 9 - 2,2796,2797
pair_b4fb9d1e,math_train,a,2,sqrt9,Real.sqrt 9 = 3,2798,2799
pair_b4fb9d1e,math_train,a,3,g2',g 2 = 1,2800,2801
pair_b4fb9d1e,math_train,a,4,f1,f 1 = 7,2802,2803
pair_b5dab1a1,amc_aime,h,0,sum_fifth_graders,Finset.univ.sum (fun i : Fin 33 => (fifth_graders i : ℝ)) = 33 * 11,2804,2805
pair_b5dab1a1,amc_aime,h,1,sum_parents,Finset.univ.sum (fun i : Fin 55 => (parents i : ℝ)) = 55 * 33,2806,2807
pair_b5dab1a1,amc_aime,a,0,h2,Finset.univ.sum (fun i : Fin 33 => (fifth_graders i : ℝ)) = (33 : ℝ) * 11,2808,2809
pair_b5dab1a1,amc_aime,a,1,h3,Finset.univ.sum (fun i : Fin 55 => (parents i : ℝ)) = (55 : ℝ) * 33,2810,2811
pair_b74058ae,aops_forum,h,0,h1,m % 9 = 0 ∨ m % 9 = 1 ∨ m % 9 = 2 ∨ m % 9 = 3 ∨ m % 9 = 4 ∨ m % 9 = 5 ∨ m % 9 = 6 ∨ m % 9 = 7 ∨ m % 9 = 8,2812,2813
pair_b74058ae,aops_forum,h,1,h2,n % 9 = 0 ∨ n % 9 = 1 ∨ n % 9 = 2 ∨ n % 9 = 3 ∨ n % 9 = 4 ∨ n % 9 = 5 ∨ n % 9 = 6 ∨ n % 9 = 7 ∨ n % 9 = 8,2814,2815
pair_b74058ae,aops_forum,a,0,h1,m % 9 = 0 ∨ m % 9 = 1 ∨ m % 9 = 2 ∨ m % 9 = 3 ∨ m % 9 = 4 ∨ m % 9 = 5 ∨ m % 9 = 6 ∨ m % 9 = 7 ∨ m % 9 = 8,2816,2817
pair_b74058ae,aops_forum,a,1,h2,n % 9 = 0 ∨ n % 9 = 1 ∨ n % 9 = 2 ∨ n % 9 = 3 ∨ n % 9 = 4 ∨ n % 9 = 5 ∨ n % 9 = 6 ∨ n % 9 = 7 ∨ n % 9 = 8,2818,2819
pair_b74058ae,aops_forum,a,2,h3,(m^2 + m * n + n^2) % 9 = 0,2820,2821
pair_b8542067,cn_contest,h,0,h1,(3 * sqrt 3 - 1) ^ 2 = 28 - 6 * sqrt 3,2822,2823
pair_b8542067,cn_contest,h,1,h2,0 ≤ 3 * sqrt 3 - 1,2824,2825
pair_b8542067,cn_contest,h,2,h3,sqrt 3 ≥ 1,2826,2827
pair_b8542067,cn_contest,h,3,h4,1 < sqrt 3,2828,2829
pair_b8542067,cn_contest,a,0,h1,(3 * sqrt 3 - 1) ^ 2 = 28 - 6 * sqrt 3,2830,2831
pair_b8542067,cn_contest,a,1,h2,0 ≤ 3 * sqrt 3 - 1,2832,2833
pair_b8542067,cn_contest,a,2,h3,sqrt 3 ≥ 1,2834,2835
pair_b8542067,cn_contest,a,3,h4,sqrt 3 ≥ sqrt 1,2836,2837
pair_b8542067,cn_contest,a,4,h5,sqrt 1 = 1,2838,2839
pair_bc9a98ea,olympiads,h,0,p7,Nat.Prime 7,2840,2841
pair_bc9a98ea,olympiads,h,1,h₁,7 ∣ n^3,2842,2843
pair_bc9a98ea,olympiads,h,2,h₂,7 ∣ 3^n * n^3,2844,2845
pair_bc9a98ea,olympiads,h,3,hn_pow,(n:ZMod 7)^(7-1) = 1,2846,2847
pair_bc9a98ea,olympiads,a,0,p7,Nat.Prime 7,2848,2849
pair_bc9a98ea,olympiads,a,1,h₁,7 ∣ n^3,2850,2851
pair_bc9a98ea,olympiads,a,2,h₂,7 ∣ 3^n * n^3,2852,2853
pair_bc9a98ea,olympiads,a,3,hn_pow,(n:ZMod 7)^(7-1) = 1,2854,2855
pair_bcf406a7,olympiads_ref,h,0,five_pow_co_2013,Nat.Coprime 2013 (5 ^ n),2856,2857
pair_bcf406a7,olympiads_ref,h,1,b_co_2013,Nat.Coprime 2013 b,2858,2859
pair_bcf406a7,olympiads_ref,h,2,hn',2 ≤ x + n * 2013,2860,2861
pair_bcf406a7,olympiads_ref,h,3,hapos,0 < a,2862,2863
pair_bcf406a7,olympiads_ref,h,4,lem_1,1 ≤ 5 ^ n * (a0 + 1),2864,2865
pair_bcf406a7,olympiads_ref,h,5,h1,5 ^ 54 ≡ b [MOD 2013],2866,2867
pair_bcf406a7,olympiads_ref,a,0,eq1,(1534 * 5 ^ (n + 1) - 1 : ℕ) = 5 * ((1534 * 5 ^ n - 1 : ℕ) ) + 4,2868,2869
pair_bcf406a7,olympiads_ref,a,1,h1,(1534 * 5 ^ (n + 1) : ℕ) = 5 * (1534 * 5 ^ n),2870,2871
pair_bcf406a7,olympiads_ref,a,2,h2,(1534 * 5 ^ n : ℕ) ≥ 1,2872,2873
pair_bcf406a7,olympiads_ref,a,3,h4,5 ^ n ≥ 1,2874,2875
pair_bcf406a7,olympiads_ref,a,4,eq2,(1534 * 5 ^ (n + 1) - 1 : ℕ) = 5 * (1534 * 5 ^ n) - 1,2876,2877
pair_bcf406a7,olympiads_ref,a,5,eq3,5 * ((1534 * 5 ^ n - 1 : ℕ) ) + 4 = 5 * (1534 * 5 ^ n) - 1,2878,2879
pair_bcf406a7,olympiads_ref,a,6,h20,(1534 * 5 ^ n : ℕ) ≥ 1,2880,2881
pair_bdf62298,olympiads,h,0,h1,a / (1 + b) + b / (1 + a) = 1,2882,2883
pair_bdf62298,olympiads,h,1,pos1,0 < 1 + a,2884,2885
pair_bdf62298,olympiads,h,2,pos2,0 < 1 + b,2886,2887
pair_bdf62298,olympiads,a,0,h1,0 < (1 + a) * (1 + b),2888,2889
pair_bdf62298,olympiads,a,1,h2,a * (1 + a) + b * (1 + b) = (1 + b) * (1 + a),2890,2891
pair_bdf62298,olympiads,a,2,denom_pos1,1 + b > 0,2892,2893
pair_bdf62298,olympiads,a,3,denom_pos2,1 + a > 0,2894,2895
pair_bdf62298,olympiads,a,4,h3,a^2 + b^2 = 1 + a * b,2896,2897
pair_bdf62298,olympiads,a,5,h4,a^3 + b^3 = (a + b) * (a^2 + b^2 - a * b),2898,2899
pair_bea018ad,olympiads,h,0,h1,{n : ℕ | n ∈ Finset.Icc 1 1000000 ∧ Even n ∧ Odd (Nat.digits 10 n).sum} = Finset.filter (fun n => Even n ∧ Odd (Nat.digits 10 n).sum) (Finset.Icc 1 1000000),2900,2901
pair_bea018ad,olympiads,h,1,h2,{n : ℕ | n ∈ Finset.Icc 1 1000000 ∧ Odd n ∧ Even (Nat.digits 10 n).sum} = Finset.filter (fun n => Odd n ∧ Even (Nat.digits 10 n).sum) (Finset.Icc 1 1000000),2902,2903
pair_bea018ad,olympiads,a,0,h1,{n : ℕ | n ∈ Finset.Icc 1 1000000 ∧ Even n ∧ Odd (Nat.digits 10 n).sum} = Finset.filter (fun n => Even n ∧ Odd (Nat.digits 10 n).sum) (Finset.Icc 1 1000000),2904,2905
pair_bea018ad,olympiads,a,1,h2,{n : ℕ | n ∈ Finset.Icc 1 1000000 ∧ Odd n ∧ Even (Nat.digits 10 n).sum} = Finset.filter (fun n => Odd n ∧ Even (Nat.digits 10 n).sum) (Finset.Icc 1 1000000),2906,2907
pair_c0472e13,olympiads,h,0,h1,a / b + b / c + c / a - 3 ≥ 0,2908,2909
pair_c0472e13,olympiads,h,1,h2,a / b + b / c + c / a - 3 = (a^2 * c + b^2 * a + c^2 * b - 3 * a * b * c) / (a * b * c),2910,2911
pair_c0472e13,olympiads,h,2,h3,a * b * c > 0,2912,2913
pair_c0472e13,olympiads,h,3,h4,a^2 * c + b^2 * a + c^2 * b - 3 * a * b * c ≥ 0,2914,2915
pair_c0472e13,olympiads,h,4,h5,(a^2 * c + b^2 * a + c^2 * b - 3 * a * b * c) / (a * b * c) ≥ 0,2916,2917
pair_c0472e13,olympiads,a,0,h1,0 < a * b * c,2918,2919
pair_c0472e13,olympiads,a,1,h2,a / b + b / c + c / a - 3 ≥ 0,2920,2921
pair_c0472e13,olympiads,a,2,h3,a / b + b / c + c / a - 3 = ( (a ^ 2 * c + b ^ 2 * a + b * c ^ 2 ) - 3 * a * b * c ) / (a * b * c ),2922,2923
pair_c0472e13,olympiads,a,3,h4,(a ^ 2 * c + b ^ 2 * a + b * c ^ 2 ) ≥ 3 * a * b * c,2924,2925
pair_c0472e13,olympiads,a,4,h5,( (a ^ 2 * c + b ^ 2 * a + b * c ^ 2 ) - 3 * a * b * c ) ≥ 0,2926,2927
pair_c0472e13,olympiads,a,5,h6,( (a ^ 2 * c + b ^ 2 * a + b * c ^ 2 ) - 3 * a * b * c ) / (a * b * c ) ≥ 0,2928,2929
pair_c09884b9,olympiads,h,0,h4,(1 + a + b) * (1 + b + c) * (1 + c + a) > 0,2930,2931
pair_c09884b9,olympiads,h,1,h5,(1 / (1 + a + b) + 1 / (1 + b + c) + 1 / (1 + c + a)) * ((1 + a + b) * (1 + b + c) * (1 + c + a)) = (1 + b + c) * (1 + c + a) + (1 + c + a) * (1 + a + b) + (1 + a + b) * (1 + b + c),2932,2933
pair_c09884b9,olympiads,a,0,h4,0 < 1 + a + b,2934,2935
pair_c09884b9,olympiads,a,1,h5,0 < 1 + b + c,2936,2937
pair_c09884b9,olympiads,a,2,h6,0 < 1 + c + a,2938,2939
pair_c09884b9,olympiads,a,3,h7,0 < (1 + a + b) * (1 + b + c) * (1 + c + a),2940,2941
pair_c09884b9,olympiads,a,4,h8,1 / (1 + a + b) + 1 / (1 + b + c) + 1 / (1 + c + a) - 1 ≤ 0,2942,2943
pair_c09884b9,olympiads,a,5,h9,(1 / (1 + a + b) + 1 / (1 + b + c) + 1 / (1 + c + a) - 1) = ( (1 + b + c) * (1 + c + a) + (1 + a + b) * (1 + c + a) + (1 + a + b) * (1 + b + c) - (1 + a + b) * (1 + b + c) * (1 + c + a) ) / ( (1 + a + b) * (1 + b + c) * (1 + c + a) ),2944,2945
pair_c0d0a7f8,secondary_math,h,0,h,"∀ i : ℕ, √(1 + 1 / (i + 1) ^ 2 + 1 / (i + 2) ^ 2 : ℝ) = 1 + 1 / ((i + 1) * (i + 2))",2946,2947
pair_c0d0a7f8,secondary_math,h,1,h1,(1 : ℝ) + 1 / (i + 1) ^ 2 + 1 / (i + 2) ^ 2 = (1 + 1 / ((i + 1) * (i + 2))) ^ 2,2948,2949
pair_c0d0a7f8,secondary_math,a,0,h1,"∀ i : ℕ, sqrt (1 + 1 / (i + 1)^2 + 1 / (i + 2)^2 : ℝ) = 1 + 1 / ((i + 1 : ℝ) * (i + 2))",2950,2951
pair_c0d0a7f8,secondary_math,a,1,h2,(1 + 1 / (i + 1)^2 + 1 / (i + 2)^2 : ℝ) = (1 + 1 / ((i + 1) * (i + 2)) : ℝ) ^ 2,2952,2953
pair_c0d0a7f8,secondary_math,a,2,h3,"∑ i in Finset.range 1999, sqrt (1 + 1 / (i + 1)^2 + 1 / (i + 2)^2) = ∑ i in Finset.range 1999, (1 + 1 / ((i + 1 : ℝ) * (i + 2)) )",2954,2955
pair_c0d0a7f8,secondary_math,a,3,h4,"∑ i in Finset.range 1999, (1 + 1 / ((i + 1 : ℝ) * (i + 2)) ) = 1999 + (1999 / 2000 : ℝ)",2956,2957
pair_c0d0a7f8,secondary_math,a,4,h5,"∀ (n : ℕ), ∑ i in Finset.range n, (1 + 1 / ((i + 1 : ℝ) * (i + 2)) ) = (↑n : ℝ) + (1 - 1 / (↑n + (1 : ℝ)))",2958,2959
pair_c18406c6,olympiads,h,0,h1,n ≥ 244,2960,2961
pair_c18406c6,olympiads,h,1,h2,n ≤ 249,2962,2963
pair_c18406c6,olympiads,a,0,h4,k > 54,2964,2965
pair_c18406c6,olympiads,a,1,h5,k < 55,2966,2967
pair_c1bb04bb,math_test,h,0,h1,-11 * 9 ≡ 1 [ZMOD 100],2968,2969
pair_c1bb04bb,math_test,h,1,h2,89*9 ≡ 1 [ZMOD 100],2970,2971
pair_c1bb04bb,math_test,h,2,h3,x*9 ≡ 89*9 [ZMOD 100],2972,2973
pair_c1bb04bb,math_test,h,3,h4,100 ∣ 9*(x-89),2974,2975
pair_c1bb04bb,math_test,h,4,h5,100 ∣ x-89,2976,2977
pair_c1bb04bb,math_test,a,0,h1,x * 9 % 100 = 1,2978,2979
pair_c1bb04bb,math_test,a,1,h2,x % 100 = 89,2980,2981
pair_c27754c1,amc_aime,h,0,eqw,Complex.exp (Complex.I * (Real.pi / 6)) = (√3 + Complex.I) / 2,2982,2983
pair_c27754c1,amc_aime,h,1,eqz,Complex.exp (Complex.I * (2 * Real.pi / 3)) = (-1 + Complex.I * √3) / 2,2984,2985
pair_c27754c1,amc_aime,h,2,eqi,Complex.exp (Complex.I * (Real.pi / 2)) = Complex.I,2986,2987
pair_c27754c1,amc_aime,h,3,hprop,r ∈ Set.Ioc 0 100 ↔ t ∈ Finset.Ico 1 26,2988,2989
pair_c27754c1,amc_aime,h,4,f_inj,Function.Injective f,2990,2991
pair_c27754c1,amc_aime,h,5,f_image,"f '' ↑(Finset.sigma (Finset.Ioc 0 100) (fun s => { t ∈ Finset.Ico 1 26 | t ≡ s [ZMOD 3] })) = { (r, s) : ℤ × ℤ | r ∈ Set.Ioc 0 100 ∧ s ∈ Set.Ioc 0 100 ∧ ∃ k : ℤ, 3 + r = 4 * (s + 3 * k) }",2992,2993
pair_c27754c1,amc_aime,h,6,h_1_mod_3,{ s ∈ Finset.Ioc 0 100 | s ≡ 1 [ZMOD 3] }.card = 34,2994,2995
pair_c27754c1,amc_aime,h,7,h_not_1_mod_3,{ s ∈ Finset.Ioc 0 100 | ¬(s ≡ 1 [ZMOD 3]) }.card = 66,2996,2997
pair_c27754c1,amc_aime,a,0,eqw,Complex.exp (Complex.I * (Real.pi / 6)) = (√3 + Complex.I) / 2,2998,2999
pair_c27754c1,amc_aime,a,1,eqz,Complex.exp (Complex.I * (2 * Real.pi / 3)) = (-1 + Complex.I * √3) / 2,3000,3001
pair_c27754c1,amc_aime,a,2,eqi,Complex.exp (Complex.I * (Real.pi / 2)) = Complex.I,3002,3003
pair_c27754c1,amc_aime,a,3,hprop,r ∈ Set.Ioc 0 100 ↔ t ∈ Finset.Ico 1 26,3004,3005
pair_c27754c1,amc_aime,a,4,f_inj,Function.Injective f,3006,3007
pair_c27754c1,amc_aime,a,5,f_image,"f '' ↑(Finset.sigma (Finset.Ioc 0 100) (fun s => { t ∈ Finset.Ico 1 26 | t ≡ s [ZMOD 3] })) = { (r, s) : ℤ × ℤ | r ∈ Set.Ioc 0 100 ∧ s ∈ Set.Ioc 0 100 ∧ ∃ k : ℤ, 3 + r = 4 * (s + 3 * k) }",3008,3009
pair_c27754c1,amc_aime,a,6,h_1_mod_3,{ s ∈ Finset.Ioc 0 100 | s ≡ 1 [ZMOD 3] }.card = 34,3010,3011
pair_c27754c1,amc_aime,a,7,h_not_1_mod_3,{ s ∈ Finset.Ioc 0 100 | ¬(s ≡ 1 [ZMOD 3]) }.card = 66,3012,3013
pair_c3d7ea8c,secondary_math,h,0,h3,z^2 = (6 - y) * y - 9,3014,3015
pair_c3d7ea8c,secondary_math,h,1,h4,(y - 3) ^ 2 + z^2 = 0,3016,3017
pair_c3d7ea8c,secondary_math,h,2,hy,(y - 3) ^ 2 = 0,3018,3019
pair_c3d7ea8c,secondary_math,h,3,y_eq,y = 3,3020,3021
pair_c3d7ea8c,secondary_math,h,4,x_eq,x = 3,3022,3023
pair_c3d7ea8c,secondary_math,a,0,h3,(y - 3) ^ 2 + z ^ 2 = 0,3024,3025
pair_c3d7ea8c,secondary_math,a,1,hy,(y - 3) ^ 2 = 0,3026,3027
pair_c3d7ea8c,secondary_math,a,2,hz,z ^ 2 = 0,3028,3029
pair_c3d7ea8c,secondary_math,a,3,hy2,y = 3,3030,3031
pair_c3d7ea8c,secondary_math,a,4,hx,x = 3,3032,3033
pair_c5ea827c,olympiads,h,0,h₂',7 * (x + y) = 16 + 3 * (x * y),3034,3035
pair_c5ea827c,olympiads,h,1,h₃',16 * (x + y) = 42 + 7 * (x * y),3036,3037
pair_c5ea827c,olympiads,h,2,h_mul,x * y = 2 * (x + y) - 10,3038,3039
pair_c5ea827c,olympiads,h,3,h_add,x + y = -14,3040,3041
pair_c5ea827c,olympiads,h,4,h₄',42 * (x + y) = a * x ^ 5 + b * y ^ 5 + 16 * (x * y),3042,3043
pair_c5ea827c,olympiads,a,0,h₅,a * x^3 + b * y^3 = (x + y) * (a * x^2 + b * y^2) - (x * y) * (a * x + b * y),3044,3045
pair_c5ea827c,olympiads,a,1,h₆,a * x^4 + b * y^4 = (x + y) * (a * x^3 + b * y^3) - (x * y) * (a * x^2 + b * y^2),3046,3047
pair_c5ea827c,olympiads,a,2,eq3,7 * (x + y) - 3 * (x * y) = 16,3048,3049
pair_c5ea827c,olympiads,a,3,eq4,16 * (x + y) - 7 * (x * y) = 42,3050,3051
pair_c5ea827c,olympiads,a,4,h5,x + y = -14,3052,3053
pair_c5ea827c,olympiads,a,5,h6,x * y = -38,3054,3055
pair_c5ea827c,olympiads,a,6,h₇,a * x^5 + b * y^5 = (x + y) * (a * x^4 + b * y^4) - (x * y) * (a * x^3 + b * y^3),3056,3057
pair_c6689f42,cn_k12,h,0,fcont,Continuous f,3058,3059
pair_c6689f42,cn_k12,h,1,h3,Icc (0 : ℝ) 3 = Icc 0 1 ∪ Icc 1 3,3060,3061
pair_c6689f42,cn_k12,a,0,h0,0 ≤ x,3062,3063
pair_c6689f42,cn_k12,a,1,h1,x ≤ 3,3064,3065
pair_c6bd3484,cn_contest,h,0,hx,x = 7,3066,3067
pair_c6bd3484,cn_contest,h,1,hy,y = -3,3068,3069
pair_c6bd3484,cn_contest,a,0,h1,(x - 7) ^ 2 + (y + 3) ^ 2 = 0,3070,3071
pair_c6bd3484,cn_contest,a,1,h2,(x - 7) ^ 2 = 0,3072,3073
pair_c6bd3484,cn_contest,a,2,h3,(y + 3) ^ 2 = 0,3074,3075
pair_c6bd3484,cn_contest,a,3,h4,x - 7 = 0,3076,3077
pair_c6bd3484,cn_contest,a,4,h5,y + 3 = 0,3078,3079
pair_c6bd3484,cn_contest,a,5,hx,x = 7,3080,3081
pair_c6bd3484,cn_contest,a,6,hy,y = -3,3082,3083
pair_c84a0169,olympiads,h,0,exp,128 = 9 * 13 + 11,3084,3085
pair_c84a0169,olympiads,h,1,f1,8 ∈ A,3086,3087
pair_c84a0169,olympiads,h,2,f2,32 ∈ A,3088,3089
pair_c84a0169,olympiads,h,3,f3,128 ∈ A,3090,3091
pair_c84a0169,olympiads,a,0,h1,8 ∈ A,3092,3093
pair_c84a0169,olympiads,a,1,h2,32 ∈ A,3094,3095
pair_c84a0169,olympiads,a,2,h3,128 ∈ A,3096,3097
pair_c84a0169,olympiads,a,3,h5,13 ∈ A,3098,3099
pair_c84a0169,olympiads,a,4,h6,9 * 13 + 11 ∈ A,3100,3101
pair_c87c42da,aops_forum,h,0,h_pos1,2 * a + b > 0,3102,3103
pair_c87c42da,aops_forum,h,1,h_pos2,2 * b + c > 0,3104,3105
pair_c87c42da,aops_forum,h,2,h_pos3,2 * c + a > 0,3106,3107
pair_c87c42da,aops_forum,h,3,h,a / (2 * a + b) + b / (2 * b + c) + c / (2 * c + a) ≤ 1,3108,3109
pair_c87c42da,aops_forum,h,4,h1,a / (2 * a + b) + b / (2 * b + c) + c / (2 * c + a) - 1 ≤ 0,3110,3111
pair_c87c42da,aops_forum,h,5,h2,a / (2 * a + b) + b / (2 * b + c) + c / (2 * c + a) - 1 = (a * (2 * b + c) * (2 * c + a) + b * (2 * c + a) * (2 * a + b) + c * (2 * a + b) * (2 * b + c) - (2 * a + b) * (2 * b + c) * (2 * c + a)) / ((2 * a + b) * (2 * b + c) * (2 * c + a)),3112,3113
pair_c87c42da,aops_forum,h,6,h3,(2 * a + b) * (2 * b + c) * (2 * c + a) > 0,3114,3115
pair_c87c42da,aops_forum,a,0,h1,0 < (2 * a + b) * (2 * b + c) * (2 * c + a),3116,3117
pair_c87c42da,aops_forum,a,1,h2,a / (2 * a + b) + b / (2 * b + c) + c / (2 * c + a) - 1 ≤ 0,3118,3119
pair_c87c42da,aops_forum,a,2,pos1,0 < (2 * a + b) * (2 * b + c) * (2 * c + a),3120,3121
pair_c87c42da,aops_forum,a,3,h3,a / (2 * a + b) + b / (2 * b + c) + c / (2 * c + a) - 1 = (a * (2 * b + c) * (2 * c + a) + b * (2 * a + b) * (2 * c + a) + c * (2 * a + b) * (2 * b + c) - (2 * a + b) * (2 * b + c) * (2 * c + a)) / ((2 * a + b) * (2 * b + c) * (2 * c + a)),3122,3123
